days,go-commits,go-authors,rust-commits,rust-authors,swift-commits,swift-authors
1519,12986,269,26292,664,17801,51
1520,12993,269,26307,666,17801,51
1521,13002,269,26314,666,17822,51
1522,13009,269,26318,666,17859,51
1523,13015,269,26329,667,17906,51
1524,13027,269,26348,667,17958,51
1525,13032,269,26363,669,17994,51
1526,13032,269,26377,670,17998,51
1527,13039,270,26397,671,18007,51
1528,13040,270,26405,672,18034,52
1529,13045,270,26420,673,18084,52
1530,13045,270,26435,673,18110,52
1531,13051,270,26445,673,18130,52
1532,13051,270,26461,673,18145,52
1533,13052,270,26470,673,18157,52
1534,13059,271,26482,675,18186,52
1535,13069,272,26504,676,18212,53
1536,13077,272,26517,676,18249,53
1537,13087,272,26523,679,18281,53
1538,13091,274,26530,679,18313,53
1539,13093,274,26542,679,18338,53
1540,13094,274,26555,680,18350,53
1541,13102,274,26574,681,18357,53
1542,13126,274,26600,684,18383,53
1543,13140,274,26610,684,18408,53
1544,13161,274,26628,686,18433,53
1545,13167,275,26640,686,18471,53
1546,13168,275,26653,686,18505,53
1547,13169,275,26666,686,18516,53
1548,13174,275,26680,688,18519,53
1549,13194,276,26704,688,18535,53
1550,13223,277,26733,690,18558,53
1551,13233,277,26745,690,18602,53
1552,13241,278,26766,692,18619,53
1553,13249,278,26790,693,18633,53
1554,13256,278,26809,694,18640,53
1555,13271,278,26829,696,18643,53
1556,13283,278,26859,696,18667,54
1557,13295,280,26874,697,18682,55
1558,13311,280,26882,699,18690,55
1559,13322,280,26911,702,18712,55
1560,13323,280,26928,706,18741,55
1561,13323,280,26945,706,18749,55
1562,13326,280,26961,707,18761,55
1563,13329,280,26975,708,18781,55
1564,13344,281,26984,710,18801,55
1565,13348,281,27000,711,18818,55
1566,13351,281,27019,713,18827,55
1567,13352,281,27034,714,18846,55
1568,13352,281,27064,715,18860,55
1569,13356,281,27101,715,18874,55
1570,13359,281,27131,716,18892,55
1571,13362,281,27144,718,18906,56
1572,13363,281,27162,720,18921,56
1573,13366,281,27203,721,18941,56
1574,13366,281,27222,722,18966,56
1575,13375,282,27239,722,18982,57
1576,13400,287,27257,725,18997,57
1577,13402,287,27267,725,19010,57
1578,13409,287,27289,730,19050,57
1579,13413,287,27303,731,19085,57
1580,13415,287,27319,733,19103,57
1581,13420,287,27345,735,19132,57
1582,13424,287,27368,737,19148,57
1583,13429,287,27388,737,19154,57
1584,13436,287,27408,738,19183,57
1585,13438,287,27422,742,19210,57
1586,13440,287,27427,744,19243,57
1587,13441,287,27436,745,19281,57
1588,13441,287,27447,745,19328,57
1589,13444,288,27462,747,19345,57
1590,13446,288,27479,749,19349,57
1591,13449,288,27499,749,19360,57
1592,13453,288,27519,750,19362,57
1593,13462,288,27534,750,19364,57
1594,13466,288,27561,752,19364,57
1595,13468,288,27586,752,19368,57
1596,13469,288,27605,752,19368,57
1597,13473,288,27623,752,19369,57
1598,13474,288,27643,753,19381,57
1599,13475,288,27660,754,19403,57
1600,13477,288,27685,756,19442,57
1601,13480,288,27712,756,19470,57
1602,13480,288,27732,756,19516,57
1603,13484,288,27753,761,19531,57
1604,13488,288,27789,765,19533,57
1605,13489,288,27813,766,19552,57
1606,13494,288,27836,768,19570,57
1607,13500,289,27852,768,19585,57
1608,13506,289,27878,772,19605,57
1609,13508,289,27895,773,19633,57
1610,13513,289,27910,775,19649,57
1611,13534,289,27925,776,19660,57
1612,13542,289,27949,776,19679,58
1613,13548,289,27977,777,19694,58
1614,13551,289,27993,778,19725,58
1615,13565,289,28018,781,19749,58
1616,13567,289,28036,782,19775,58
1617,13574,289,28059,782,19792,58
1618,13579,289,28095,783,19795,58
1619,13591,289,28108,786,19814,58
1620,13599,289,28124,790,19856,58
1621,13611,289,28143,792,19871,58
1622,13613,289,28165,793,19871,58
1623,13614,289,28201,795,19874,58
1624,13614,289,28230,796,19877,58
1625,13615,289,28279,797,19879,58
1626,13620,289,28285,797,19879,58
1627,13627,289,28295,798,19879,58
1628,13633,289,28315,798,19879,58
1629,13641,289,28352,800,19883,58
1630,13643,289,28394,803,19884,58
1631,13643,289,28437,805,19884,58
1632,13652,289,28485,806,19886,58
1633,13657,289,28540,807,19901,58
1634,13666,292,28564,809,19926,58
1635,13675,293,28595,812,19938,58
1636,13685,293,28616,814,19973,58
1637,13686,293,28661,815,20016,58
1638,13688,293,28684,816,20034,58
1639,13688,293,28704,817,20044,58
1640,13693,294,28733,819,20054,58
1641,13701,294,28760,821,20081,58
1642,13706,294,28801,824,20103,58
1643,13721,297,28845,829,20131,58
1644,13731,298,28880,832,20159,58
1645,13732,298,28905,832,20166,58
1646,13736,298,28942,834,20168,58
1647,13743,300,28975,836,20202,58
1648,13747,301,29005,838,20237,58
1649,13754,301,29019,839,20271,58
1650,13768,301,29057,843,20311,59
1651,13770,301,29085,843,20344,59
1652,13774,301,29105,844,20360,59
1653,13781,301,29113,845,20369,59
1654,13794,302,29140,848,20381,59
1655,13804,303,29160,850,20405,59
1656,13816,303,29180,853,20446,59
1657,13825,303,29220,854,20473,59
1658,13825,303,29288,856,20500,59
1659,13825,303,29311,856,20518,59
1660,13841,303,29351,857,20525,59
1661,13862,304,29405,858,20542,59
1662,13869,304,29440,863,20560,59
1663,13882,305,29508,865,20611,59
1664,13893,305,29577,869,20648,59
1665,13899,305,29629,872,20681,59
1666,13906,305,29685,876,20697,59
1667,13940,306,29752,878,20698,59
1668,13948,306,29792,883,20713,59
1669,13959,307,29826,893,20755,59
1670,13972,309,29875,900,20813,59
1671,13981,310,29923,905,20861,59
1672,13983,310,29968,908,20892,59
1673,13986,310,29998,910,20903,60
1674,13992,310,30032,915,20910,60
1675,13999,310,30081,918,20931,60
1676,14006,310,30116,922,20954,60
1677,14018,311,30152,926,20979,60
1678,14024,311,30178,927,20997,60
1679,14030,311,30208,933,21029,60
1680,14069,311,30250,935,21059,60
1681,14080,311,30290,937,21063,60
1682,14097,312,30313,937,21073,60
1683,14111,313,30344,938,21100,60
1684,14124,314,30362,943,21116,61
1685,14136,314,30405,945,21146,61
1686,14137,314,30444,946,21203,61
1687,14137,314,30470,948,21217,61
1688,14143,314,30493,949,21234,61
1689,14152,314,30519,952,21265,61
1690,14161,315,30547,955,21296,62
1691,14167,316,30564,957,21340,62
1692,14174,316,30586,958,21360,62
1693,14178,316,30613,959,21387,62
1694,14189,318,30650,961,21406,62
1695,14202,318,30689,962,21426,62
1696,14205,318,30716,964,21459,62
1697,14208,318,30741,967,21515,62
1698,14211,318,30747,967,21551,62
1699,14218,318,30772,968,21621,62
1700,14218,318,30795,968,21660,62
1701,14221,318,30845,970,21687,62
1702,14232,320,30896,971,21717,62
1703,14244,321,30949,974,21740,62
1704,14261,322,30971,977,21779,63
1705,14293,322,31018,980,21817,63
1706,14300,322,31045,983,21866,63
1707,14304,322,31100,983,21901,63
1708,14307,322,31162,986,21916,63
1709,14309,322,31202,987,21935,63
1710,14319,322,31240,988,21971,63
1711,14343,324,31265,993,22015,63
1712,14356,324,31287,994,22064,63
1713,14364,324,31328,996,22110,63
1714,14366,324,31363,999,22149,63
1715,14367,324,31393,999,22178,63
1716,14378,326,31411,999,22197,63
1717,14392,326,31437,1000,22221,63
1718,14401,326,31469,1003,22256,63
1719,14411,326,31486,1006,22305,63
1720,14419,326,31517,1009,22366,63
1721,14421,326,31543,1009,22401,63
1722,14428,326,31570,1012,22431,63
1723,14439,326,31598,1015,22462,63
1724,14440,326,31619,1016,22481,63
1725,14446,327,31628,1017,22532,63
1726,14450,327,31656,1018,22568,63
1727,14454,327,31668,1018,22609,63
1728,14458,328,31695,1018,22637,63
1729,14465,328,31721,1019,22648,63
1730,14492,328,31742,1020,22654,63
1731,14507,328,31760,1021,22671,63
1732,14515,328,31785,1024,22696,63
1733,14521,328,31814,1025,22732,63
1734,14528,328,31828,1026,22774,63
1735,14535,328,31850,1028,22825,63
1736,14535,328,31885,1031,22835,63
1737,14541,328,31908,1032,22847,63
1738,14553,329,31926,1032,22885,63
1739,14562,329,31953,1032,22909,63
1740,14575,329,31967,1033,22983,64
1741,14577,329,31998,1034,23027,64
1742,14579,329,32035,1035,23064,64
1743,14582,329,32057,1036,23073,64
1744,14594,329,32088,1038,23126,64
1745,14611,332,32115,1039,23189,64
1746,14627,333,32142,1040,23233,64
1747,14639,334,32158,1045,23286,64
1748,14647,334,32193,1047,23336,64
1749,14649,334,32224,1048,23377,64
1750,14654,335,32263,1049,23408,64
1751,14671,335,32285,1049,23418,64
1752,14680,335,32310,1053,23452,64
1753,14686,335,32327,1055,23499,64
1754,14690,335,32332,1057,23539,64
1755,14704,335,32365,1059,23608,64
1756,14734,336,32409,1064,23649,65
1757,14734,336,32439,1064,23685,65
1758,14740,336,32465,1064,23700,65
1759,14741,336,32517,1069,23739,65
1760,14743,336,32530,1071,23784,65
1761,14744,336,32539,1075,23825,65
1762,14753,336,32568,1080,23870,65
1763,14756,336,32605,1082,23927,65
1764,14759,336,32645,1084,23941,65
1765,14759,336,32692,1088,23961,65
1766,14761,336,32720,1089,24004,65
1767,14779,338,32746,1089,24062,65
1768,14784,339,32758,1089,24114,65
1769,14791,339,32787,1089,24145,65
1770,14792,339,32835,1091,24178,65
1771,14801,340,32854,1091,24215,65
1772,14816,340,32891,1097,24237,65
1773,14824,341,32928,1099,24246,65
1774,14837,341,32946,1101,24275,65
1775,14846,342,32963,1104,24315,65
1776,14864,342,32993,1107,24347,65
1777,14870,342,33024,1109,24377,65
1778,14871,342,33055,1112,24390,65
1779,14883,342,33088,1113,24408,65
1780,14887,342,33102,1115,24423,65
1781,14889,342,33126,1117,24460,65
1782,14896,342,33144,1118,24485,65
1783,14929,344,33162,1119,24506,65
1784,14934,344,33202,1121,24517,65
1785,14935,344,33228,1126,24527,65
1786,14938,344,33251,1128,24531,65
1787,14962,346,33281,1133,24543,65
1788,14971,346,33310,1137,24548,65
1789,14979,346,33340,1144,24554,65
1790,14984,346,33392,1145,24554,65
1791,14986,346,33423,1147,24560,65
1792,14989,346,33452,1152,24562,65
1793,15007,346,33484,1156,24565,65
1794,15015,347,33512,1162,24584,65
1795,15048,351,33536,1168,24600,65
1796,15069,351,33552,1169,24657,65
1797,15086,351,33563,1172,24683,65
1798,15093,351,33594,1176,24708,65
1799,15112,351,33607,1177,24718,65
1800,15130,351,33622,1179,24720,65
1801,15140,351,33643,1181,24739,65
1802,15148,351,33655,1184,24762,65
1803,15159,353,33672,1187,24825,65
1804,15172,353,33687,1189,24889,65
1805,15180,353,33707,1190,24922,65
1806,15184,353,33729,1192,24941,65
1807,15201,354,33745,1194,24949,65
1808,15205,354,33757,1194,24968,65
1809,15226,354,33775,1199,24993,65
1810,15254,356,33788,1200,25034,65
1811,15281,356,33800,1201,25069,65
1812,15283,356,33809,1202,25076,65
1813,15285,356,33830,1206,25079,65
1814,15294,356,33844,1207,25079,65
1815,15312,357,33874,1210,25091,65
1816,15340,360,33890,1212,25112,65
1817,15361,360,33904,1213,25161,65
1818,15383,360,33921,1216,25201,65
1819,15392,360,33965,1219,25249,65
1820,15402,360,34012,1222,25274,65
1821,15421,360,34032,1222,25282,65
1822,15450,361,34055,1223,25326,65
1823,15477,361,34067,1224,25348,65
1824,15509,363,34082,1224,25384,65
1825,15545,363,34102,1226,25432,65
1826,15552,363,34116,1226,25483,65
1827,15560,363,34141,1226,25511,65
1828,15579,363,34161,1227,25524,65
1829,15591,363,34188,1227,25551,65
1830,15617,364,34199,1227,25601,65
1831,15636,365,34212,1228,25642,67
1832,15646,365,34228,1230,25680,67
1833,15653,366,34241,1231,25720,67
1834,15661,366,34267,1233,25756,67
1835,15700,368,34292,1235,25786,67
1836,15734,370,34311,1235,25817,67
1837,15752,370,34323,1236,25848,68
1838,15774,371,34331,1236,25876,68
1839,15801,372,34363,1236,25915,68
1840,15804,372,34394,1238,25975,68
1841,15805,372,34422,1239,26006,68
1842,15817,372,34438,1239,26018,68
1843,15835,372,34452,1240,26043,68
1844,15857,372,34461,1241,26082,68
1845,15878,372,34481,1243,26098,68
1846,15902,372,34502,1243,26121,68
1847,15910,372,34529,1243,26138,68
1848,15913,372,34564,1245,26149,68
1849,15936,372,34584,1245,26150,68
1850,15955,372,34604,1245,26172,68
1851,15976,372,34624,1247,26191,68
1852,15991,372,34641,1249,26219,68
1853,16008,373,34680,1252,26259,68
1854,16020,373,34703,1252,26276,68
1855,16026,373,34712,1253,26279,68
1856,16037,373,34731,1254,26285,68
1857,16055,373,34765,1254,26302,68
1858,16079,375,34784,1255,26338,68
1859,16100,377,34801,1256,26368,68
1860,16104,377,34850,1259,26384,68
1861,16113,377,34871,1262,26409,68
1862,16124,378,34890,1263,26425,68
1863,16135,378,34918,1264,26431,68
1864,16146,378,34942,1265,26446,68
1865,16153,378,34965,1267,26465,68
1866,16158,378,34981,1269,26509,68
1867,16168,378,35006,1271,26544,69
1868,16170,378,35032,1274,26558,69
1869,16171,378,35048,1276,26569,69
1870,16175,378,35070,1277,26581,69
1871,16181,378,35088,1278,26584,69
1872,16187,378,35095,1280,26605,69
1873,16196,378,35104,1281,26635,69
1874,16197,378,35121,1282,26666,69
1875,16203,378,35138,1283,26687,69
1876,16204,378,35155,1283,26707,69
1877,16210,378,35193,1286,26718,69
1878,16215,378,35230,1288,26735,69
1879,16220,378,35233,1288,26772,69
1880,16225,378,35247,1289,26804,69
1881,16227,378,35275,1290,26843,69
1882,16228,378,35312,1293,26878,69
1883,16229,378,35348,1295,26889,69
1884,16234,378,35367,1295,26889,69
1885,16247,378,35389,1297,26910,69
1886,16253,378,35400,1299,26939,69
1887,16256,378,35415,1300,26973,69
1888,16260,378,35432,1300,27001,70
1889,16260,378,35461,1301,27035,70
1890,16261,378,35477,1301,27042,70
1891,16269,379,35488,1302,27052,70
1892,16272,379,35504,1302,27080,70
1893,16278,379,35512,1302,27109,70
1894,16278,379,35530,1304,27130,70
1895,16278,379,35548,1305,27151,70
1896,16278,379,35564,1305,27186,70
1897,16279,379,35593,1307,27197,70
1898,16281,379,35608,1308,27201,70
1899,16295,381,35634,1309,27223,70
1900,16316,381,35642,1309,27255,70
1901,16320,381,35651,1310,27280,70
1902,16326,381,35667,1312,27315,70
1903,16333,381,35676,1313,27336,70
1904,16336,381,35697,1315,27344,70
1905,16349,381,35734,1318,27352,70
1906,16361,381,35747,1319,27366,70
1907,16378,381,35765,1319,27391,70
1908,16392,383,35775,1321,27416,70
1909,16402,384,35787,1322,27448,70
1910,16404,384,35804,1322,27493,70
1911,16404,384,35823,1323,27510,70
1912,16409,385,35848,1324,27529,70
1913,16420,385,35863,1324,27546,70
1914,16429,387,35874,1324,27577,70
1915,16439,387,35884,1324,27599,70
1916,16450,387,35899,1325,27610,71
1917,16453,387,35913,1325,27628,71
1918,16461,387,35930,1326,27636,71
1919,16472,387,35955,1330,27640,71
1920,16490,387,35974,1331,27658,71
1921,16499,387,35997,1333,27678,71
1922,16503,387,36017,1334,27701,71
1923,16505,387,36032,1336,27714,71
1924,16505,387,36041,1336,27730,71
1925,16513,387,36052,1336,27755,71
1926,16523,387,36085,1336,27763,71
1927,16540,387,36102,1336,27775,71
1928,16553,387,36116,1339,27798,71
1929,16564,388,36119,1339,27832,71
1930,16569,388,36132,1340,27839,71
1931,16572,388,36154,1340,27846,71
1932,16572,388,36186,1342,27854,71
1933,16584,392,36201,1342,27857,71
1934,16593,393,36216,1343,27885,76
1935,16595,393,36227,1346,27923,77
1936,16603,393,36235,1349,27988,77
1937,16610,393,36242,1351,28067,77
1938,16611,393,36272,1353,28110,78
1939,16612,393,36285,1355,28117,78
1940,16626,394,36306,1356,28143,78
1941,16638,394,36324,1357,28176,78
1942,16649,395,36333,1360,28215,78
1943,16664,395,36344,1360,28276,79
1944,16674,395,36360,1362,28323,79
1945,16674,395,36382,1364,28363,79
1946,16675,395,36399,1366,28384,79
1947,16687,395,36418,1368,28411,79
1948,16695,395,36436,1370,28474,79
1949,16700,395,36445,1372,28534,79
1950,16701,395,36461,1372,28572,80
1951,16706,396,36474,1373,28612,80
1952,16706,396,36489,1375,28660,80
1953,16707,396,36512,1375,28680,80
1954,16709,396,36527,1376,28682,80
1955,16713,396,36548,1377,28693,80
1956,16721,396,36563,1378,28701,80
1957,16733,396,36583,1382,28709,80
1958,16754,396,36596,1384,28716,80
1959,16755,396,36615,1384,28718,80
1960,16757,397,36635,1387,28730,80
1961,16765,400,36646,1387,28739,80
1962,16785,400,36655,1389,28778,82
1963,16794,400,36665,1389,28809,82
1964,16810,400,36679,1389,28834,84
1965,16824,400,36693,1392,28966,151
1966,16828,400,36739,1394,29084,193
1967,16828,400,36755,1395,29130,208
1968,16839,400,36775,1396,29181,219
1969,16847,400,36785,1397,29259,235
1970,16862,401,36796,1400,29327,244
1971,16873,401,36807,1401,29382,252
1972,16879,401,36827,1402,29439,260
1973,16884,401,36849,1402,29493,269
1974,16888,401,36869,1402,29523,274
1975,16909,401,36889,1406,29596,277
1976,16930,402,36900,1406,29813,279
1977,16957,403,36910,1406,29875,285
1978,16987,405,36918,1407,29967,288
1979,17002,405,36944,1411,30038,289
1980,17007,405,36967,1413,30071,291
1981,17015,406,36987,1414,30116,292
1982,17039,406,37005,1414,30162,293
1983,17058,407,37019,1415,30242,295
1984,17074,407,37028,1416,30322,297
1985,17104,408,37035,1416,30385,298
1986,17137,408,37050,1418,30417,299
1987,17144,408,37073,1419,30433,299
1988,17146,408,37093,1421,30452,301
1989,17167,408,37108,1422,30467,302
1990,17203,408,37120,1422,30492,306
1991,17245,409,37127,1424,30515,308
1992,17272,409,37135,1428,30542,309
1993,17298,411,37152,1429,30584,309
1994,17301,411,37176,1433,30629,310
1995,17304,411,37192,1434,30648,310
1996,17327,413,37206,1435,30672,310
1997,17337,413,37224,1435,30703,311
1998,17350,415,37233,1436,30732,313
1999,17357,415,37237,1436,30774,313
2000,17368,416,37248,1437,30800,313
2001,17381,416,37262,1438,30842,313
2002,17383,416,37274,1439,30875,314
2003,17386,416,37289,1440,30885,314
2004,17400,416,37308,1440,30923,316
2005,17407,416,37322,1440,30964,316
2006,17433,417,37330,1441,31021,318
2007,17444,417,37340,1443,31048,318
2008,17452,417,37362,1445,31087,318
2009,17452,417,37376,1447,31104,318
2010,17453,417,37397,1449,31141,319
2011,17457,417,37424,1450,31161,319
2012,17464,418,37439,1450,31190,320
2013,17469,418,37441,1450,31282,323
2014,17494,419,37454,1452,31343,323
2015,17494,419,37476,1452,31393,324
2016,17496,419,37491,1452,31421,325
2017,17518,420,37501,1452,31447,326
2018,17541,422,37505,1452,31516,329
2019,17564,422,37514,1454,31550,331
2020,17582,423,37518,1455,31589,332
2021,17591,424,37535,1457,31640,332
2022,17592,424,37555,1457,31673,333
2023,17596,424,37578,1457,31683,334
2024,17622,424,37591,1458,31701,334
2025,17634,424,37598,1460,31753,334
2026,17641,425,37608,1461,31793,334
2027,17649,425,37614,1462,31843,334
2028,17658,425,37630,1463,31885,334
2029,17659,425,37648,1465,31938,336
2030,17664,425,37672,1468,31967,336
2031,17683,425,37693,1469,31983,337
2032,17691,425,37709,1469,32026,337
2033,17697,425,37716,1472,32082,338
2034,17700,425,37721,1473,32131,339
2035,17706,425,37733,1473,32164,341
2036,17708,425,37759,1475,32215,341
2037,17709,425,37782,1476,32222,341
2038,17711,425,37809,1477,32232,341
2039,17714,426,37825,1479,32263,341
2040,17727,426,37844,1481,32308,344
2041,17739,426,37857,1483,32354,344
2042,17746,426,37866,1485,32417,347
2043,17747,426,37882,1487,32466,347
2044,17747,426,37912,1487,32484,348
2045,17755,427,37950,1491,32498,348
2046,17761,427,37974,1492,32552,349
2047,17769,427,37982,1493,32611,353
2048,17775,427,37994,1494,32687,353
2049,17782,427,38010,1495,32733,354
2050,17783,427,38036,1495,32771,354
2051,17783,427,38052,1495,32793,354
2052,17786,427,38076,1497,32813,354
2053,17798,428,38106,1499,32844,354
2054,17802,428,38121,1501,32896,355
2055,17808,428,38141,1505,32944,356
2056,17817,428,38161,1509,32999,358
2057,17818,428,38176,1511,33032,359
2058,17818,428,38202,1512,33055,361
2059,17821,428,38226,1512,33081,362
2060,17827,428,38236,1512,33139,362
2061,17829,428,38246,1513,33217,364
2062,17832,429,38268,1514,33300,365
2063,17834,429,38305,1516,33362,366
2064,17834,429,38340,1519,33420,367
2065,17834,429,38351,1521,33441,367
2066,17837,429,38393,1521,33467,367
2067,17849,429,38412,1521,33519,367
2068,17854,429,38434,1521,33569,367
2069,17856,429,38462,1523,33644,370
2070,17858,429,38479,1523,33720,370
2071,17858,429,38501,1524,33789,370
2072,17858,429,38522,1524,33811,370
2073,17860,429,38544,1524,33820,371
2074,17863,430,38554,1524,33862,371
2075,17864,430,38566,1526,33928,373
2076,17865,430,38580,1527,33971,374
2077,17867,430,38596,1529,34049,375
2078,17867,430,38633,1531,34102,376
2079,17867,430,38663,1531,34129,376
2080,17868,430,38695,1531,34138,376
2081,17874,430,38721,1531,34194,376
2082,17879,430,38737,1531,34244,377
2083,17880,430,38749,1531,34289,377
2084,17881,430,38765,1532,34339,377
2085,17881,430,38794,1535,34383,378
2086,17881,430,38819,1536,34407,379
2087,17883,430,38841,1537,34418,380
2088,17886,430,38858,1537,34452,380
2089,17887,430,38877,1538,34490,380
2090,17888,430,38913,1539,34538,380
2091,17888,430,38951,1540,34568,381
2092,17888,430,38993,1541,34619,381
2093,17888,430,39028,1541,34629,381
2094,17890,430,39053,1542,34646,383
2095,17890,430,39087,1543,34686,386
2096,17891,430,39101,1544,34724,386
2097,17891,430,39123,1544,34763,386
2098,17891,430,39134,1545,34808,386
2099,17891,430,39160,1545,34851,387
2100,17891,430,39180,1545,34876,388
2101,17898,430,39206,1547,34895,389
2102,17904,430,39236,1550,34933,389
2103,17904,430,39248,1552,34970,389
2104,17907,430,39262,1555,34998,389
2105,17912,431,39280,1555,35048,391
2106,17912,431,39318,1556,35099,391
2107,17918,431,39342,1557,35107,391
2108,17938,431,39361,1557,35124,391
2109,17949,431,39386,1560,35170,391
2110,17956,431,39403,1561,35211,391
2111,17978,433,39413,1563,35232,393
2112,17980,433,39445,1566,35276,394
2113,17981,433,39476,1567,35314,394
2114,17985,434,39497,1571,35321,394
2115,18003,436,39518,1572,35338,394
2116,18029,437,39523,1572,35380,395
2117,18068,440,39538,1572,35413,395
2118,18085,440,39543,1572,35459,397
2119,18099,441,39562,1572,35502,398
2120,18101,441,39590,1572,35549,399
2121,18103,442,39618,1572,35562,399
2122,18103,442,39638,1573,35579,399
2123,18106,442,39651,1573,35618,399
2124,18106,442,39667,1575,35651,401
2125,18111,443,39680,1575,35697,403
2126,18117,444,39695,1576,35725,404
2127,18120,444,39704,1578,35745,404
2128,18125,444,39718,1579,35755,405
2129,18132,445,39744,1581,35761,406
2130,18137,445,39766,1584,35787,407
2131,18143,445,39792,1585,35813,407
2132,18147,445,39805,1585,35835,407
2133,18152,445,39821,1585,35859,408
2134,18158,445,39838,1586,35896,409
2135,18159,445,39870,1586,35914,409
2136,18173,445,39900,1588,35922,409
2137,18184,445,39917,1590,35947,409
2138,18193,445,39922,1591,35974,409
2139,18206,446,39928,1591,36009,409
2140,18213,447,39946,1591,36039,409
2141,18216,447,39985,1592,36057,410
2142,18217,447,40003,1593,36082,410
2143,18232,447,40027,1594,36086,410
2144,18252,448,40043,1594,36103,410
2145,18257,448,40056,1597,36145,413
2146,18269,448,40087,1601,36182,413
2147,18282,449,40123,1604,36214,414
2148,18285,449,40147,1605,36242,414
2149,18287,449,40166,1608,36273,415
2150,18288,449,40189,1610,36291,416
2151,18313,449,40218,1610,36318,416
2152,18333,450,40227,1611,36364,416
2153,18341,450,40242,1612,36392,417
2154,18344,450,40261,1613,36414,417
2155,18346,450,40288,1614,36434,417
2156,18346,450,40310,1615,36440,417
2157,18357,451,40341,1618,36445,417
2158,18367,451,40363,1618,36464,419
2159,18373,451,40375,1618,36489,419
2160,18379,451,40384,1620,36509,420
2161,18386,452,40406,1620,36531,420
2162,18386,452,40430,1620,36547,420
2163,18397,452,40451,1623,36569,421
2164,18403,452,40470,1625,36575,422
2165,18407,452,40491,1627,36605,422
2166,18409,452,40525,1627,36646,424
2167,18414,452,40542,1628,36700,424
2168,18425,452,40572,1631,36728,424
2169,18425,452,40603,1631,36760,424
2170,18428,452,40627,1632,36775,424
2171,18441,453,40659,1636,36786,426
2172,18454,453,40680,1638,36814,426
2173,18472,453,40687,1638,36839,427
2174,18512,457,40698,1639,36880,427
2175,18528,457,40708,1641,36899,428
2176,18536,457,40718,1644,36941,428
2177,18538,457,40736,1645,36965,430
2178,18544,457,40759,1646,36983,431
2179,18557,457,40775,1648,36992,431
2180,18575,457,40784,1648,37036,432
2181,18584,457,40806,1651,37073,432
2182,18589,457,40817,1653,37095,432
2183,18589,457,40840,1655,37142,432
2184,18595,458,40850,1656,37159,432
2185,18628,459,40877,1656,37169,433
2186,18647,459,40889,1656,37193,434
2187,18664,459,40916,1658,37240,434
2188,18681,460,40935,1660,37271,436
2189,18693,460,40952,1660,37296,437
2190,18697,461,40960,1660,37342,437
2191,18699,461,40965,1661,37365,437
2192,18714,462,40983,1662,37403,438
2193,18740,465,40995,1663,37435,439
2194,18760,466,41002,1664,37481,439
2195,18782,466,41015,1666,37513,440
2196,18803,467,41026,1668,37561,441
2197,18805,467,41034,1668,37605,442
2198,18806,467,41055,1670,37656,443
2199,18813,467,41074,1670,37692,443
2200,18827,469,41094,1671,37736,444
2201,18844,469,41106,1671,37794,446
2202,18856,469,41111,1671,37837,447
2203,18868,469,41131,1673,37901,447
2204,18870,469,41147,1674,37958,450
2205,18870,469,41168,1677,37978,452
2206,18881,472,41180,1679,37997,452
2207,18890,472,41193,1680,38029,454
2208,18899,472,41210,1682,38056,456
2209,18908,472,41221,1683,38104,457
2210,18914,472,41231,1684,38144,458
2211,18916,472,41252,1685,38168,460
2212,18919,472,41266,1686,38177,460
2213,18926,472,41282,1689,38196,461
2214,18942,472,41295,1691,38238,463
2215,18961,474,41305,1693,38273,464
2216,18972,474,41312,1694,38310,465
2217,18980,474,41337,1697,38333,466
2218,18985,474,41347,1698,38368,466
2219,18985,474,41367,1698,38374,466
2220,18986,474,41389,1698,38377,466
2221,18996,474,41398,1698,38386,466
2222,19010,474,41421,1698,38417,466
2223,19028,475,41439,1698,38431,468
2224,19037,475,41448,1699,38457,469
2225,19037,475,41465,1699,38494,469
2226,19040,475,41474,1701,38516,469
2227,19048,475,41498,1702,38520,470
2228,19063,477,41515,1702,38528,470
2229,19082,477,41522,1704,38541,471
2230,19104,478,41537,1704,38563,473
2231,19112,478,41557,1706,38579,474
2232,19113,478,41576,1709,38598,474
2233,19114,478,41600,1712,38602,474
2234,19134,479,41617,1713,38612,475
2235,19153,479,41632,1713,38628,475
2236,19190,480,41643,1714,38649,478
2237,19197,480,41653,1715,38672,479
2238,19202,480,41672,1716,38701,479
2239,19204,480,41700,1717,38725,479
2240,19206,480,41724,1719,38731,479
2241,19218,480,41766,1733,38739,480
2242,19220,480,41811,1743,38753,481
2243,19220,480,41847,1748,38775,481
2244,19221,480,41873,1750,38781,481
2245,19225,480,41902,1755,38804,482
2246,19235,480,41928,1757,38838,482
2247,19238,480,41957,1761,38852,482
2248,19246,480,41986,1766,38860,482
2249,19253,480,42011,1768,38885,484
2250,19257,481,42026,1768,38907,485
2251,19261,481,42046,1771,38945,486
2252,19267,481,42069,1772,38987,488
2253,19267,481,42095,1775,39007,488
2254,19268,481,42133,1777,39024,488
2255,19272,481,42173,1780,39030,488
2256,19278,481,42196,1782,39056,490
2257,19290,481,42220,1783,39079,491
2258,19294,481,42232,1785,39098,492
2259,19309,481,42259,1786,39138,496
2260,19313,482,42303,1787,39168,498
2261,19316,482,42332,1789,39182,498
2262,19336,484,42348,1789,39197,498
2263,19342,484,42378,1789,39207,500
