days,go-commits,go-authors,rust-commits,rust-authors,swift-commits,swift-authors
2264,19351,485,42416,1789,39223,500
2265,19369,485,42448,1793,39244,500
2266,19380,485,42492,1795,39260,500
2267,19382,485,42524,1797,39288,500
2268,19383,485,42543,1798,39300,500
2269,19395,485,42560,1799,39308,500
2270,19417,485,42583,1800,39319,500
2271,19433,486,42591,1801,39339,500
2272,19435,486,42603,1803,39361,504
2273,19437,486,42619,1804,39391,505
2274,19437,486,42643,1807,39416,505
2275,19438,486,42667,1809,39426,505
2276,19439,486,42693,1811,39433,506
2277,19450,486,42702,1811,39460,506
2278,19459,486,42711,1814,39493,506
2279,19461,486,42718,1816,39510,506
2280,19463,486,42737,1817,39557,506
2281,19471,487,42761,1818,39573,506
2282,19476,487,42774,1818,39600,506
2283,19488,487,42814,1818,39623,506
2284,19493,487,42829,1819,39648,508
2285,19494,487,42853,1820,39678,509
2286,19498,487,42860,1821,39704,511
2287,19499,487,42878,1822,39739,511
2288,19499,487,42893,1822,39767,512
2289,19499,487,42908,1823,39780,512
2290,19499,487,42926,1824,39790,512
2291,19504,487,42937,1825,39822,512
2292,19516,487,42967,1826,39862,513
2293,19530,487,42989,1829,39887,513
2294,19537,487,43036,1832,39900,513
2295,19539,488,43066,1833,39921,513
2296,19539,488,43084,1837,39931,513
2297,19546,488,43105,1839,39942,513
2298,19559,488,43133,1843,39978,513
2299,19563,488,43149,1843,40008,514
2300,19575,488,43165,1843,40051,514
2301,19579,488,43190,1845,40079,514
2302,19583,488,43219,1847,40092,516
2303,19585,488,43236,1848,40104,516
2304,19590,488,43252,1849,40122,516
2305,19603,488,43266,1849,40139,517
2306,19609,489,43277,1851,40161,517
2307,19616,490,43290,1852,40180,517
2308,19621,490,43304,1852,40192,517
2309,19626,490,43336,1853,40213,517
2310,19627,490,43361,1853,40235,517
2311,19634,490,43381,1856,40255,517
2312,19645,491,43397,1856,40275,517
2313,19653,492,43414,1856,40312,517
2314,19662,493,43430,1857,40339,517
2315,19662,493,43453,1859,40376,518
2316,19664,493,43468,1859,40403,519
2317,19664,493,43490,1859,40420,520
2318,19669,494,43513,1860,40439,520
2319,19682,494,43544,1861,40448,520
2320,19699,494,43556,1861,40457,520
2321,19713,494,43567,1862,40461,520
2322,19717,495,43584,1864,40480,522
2323,19718,495,43597,1865,40501,522
2324,19718,495,43616,1866,40509,522
2325,19725,495,43637,1868,40545,522
2326,19736,496,43660,1868,40576,523
2327,19747,496,43688,1871,40610,523
2328,19756,496,43706,1875,40641,523
2329,19771,498,43719,1876,40671,524
2330,19774,498,43732,1877,40710,525
2331,19780,498,43748,1877,40725,525
2332,19789,498,43766,1878,40743,525
2333,19795,498,43788,1879,40792,525
2334,19805,498,43800,1880,40852,525
2335,19808,498,43810,1882,40884,525
2336,19813,498,43826,1883,40928,526
2337,19818,498,43852,1884,40969,526
2338,19819,498,43870,1884,40977,526
2339,19823,499,43905,1886,41011,527
2340,19837,499,43923,1887,41051,529
2341,19847,499,43936,1888,41081,530
2342,19857,499,43950,1889,41136,531
2343,19863,499,43972,1890,41186,531
2344,19863,499,43988,1890,41224,531
2345,19864,499,44008,1890,41256,531
2346,19870,499,44031,1892,41283,532
2347,19886,499,44051,1892,41333,532
2348,19930,501,44060,1892,41371,532
2349,19967,501,44076,1892,41415,532
2350,19982,502,44101,1893,41447,532
2351,19982,502,44126,1893,41459,532
2352,19982,502,44151,1894,41469,533
2353,20001,503,44168,1896,41479,533
2354,20042,504,44192,1898,41497,533
2355,20067,504,44205,1900,41505,533
2356,20084,504,44217,1900,41515,533
2357,20098,505,44249,1901,41528,533
2358,20101,505,44268,1901,41537,533
2359,20101,505,44287,1902,41556,534
2360,20117,505,44311,1903,41564,534
2361,20134,505,44326,1903,41568,536
2362,20138,505,44346,1904,41592,536
2363,20156,507,44359,1905,41632,538
2364,20167,507,44369,1907,41680,539
2365,20173,507,44391,1908,41726,540
2366,20190,507,44410,1909,41757,540
2367,20221,507,44428,1910,41775,540
2368,20229,507,44444,1910,41813,540
2369,20249,508,44452,1911,41838,540
2370,20277,508,44473,1912,41880,542
2371,20297,508,44513,1912,41913,543
2372,20313,508,44524,1912,41961,545
2373,20316,508,44550,1912,41982,546
2374,20331,508,44578,1912,42003,547
2375,20343,509,44613,1913,42017,548
2376,20360,509,44636,1913,42051,550
2377,20391,509,44660,1913,42082,551
2378,20400,509,44704,1914,42126,552
2379,20412,509,44734,1914,42159,554
2380,20425,509,44752,1916,42177,555
2381,20448,509,44783,1919,42185,555
2382,20465,509,44799,1920,42228,557
2383,20468,509,44807,1920,42255,557
2384,20480,510,44817,1920,42288,558
2385,20495,510,44830,1920,42323,558
2386,20495,510,44844,1921,42376,558
2387,20501,510,44864,1923,42389,558
2388,20511,510,44885,1924,42404,558
2389,20537,511,44900,1925,42437,558
2390,20548,511,44914,1926,42466,558
2391,20571,511,44930,1927,42489,558
2392,20582,512,44943,1927,42521,558
2393,20583,512,44969,1930,42548,558
2394,20583,512,44988,1932,42563,558
2395,20592,512,45012,1934,42575,558
2396,20596,512,45030,1936,42602,558
2397,20617,513,45039,1937,42652,559
2398,20634,513,45056,1938,42685,559
2399,20653,513,45071,1939,42728,560
2400,20654,513,45090,1942,42753,560
2401,20656,513,45105,1942,42778,560
2402,20671,513,45121,1943,42789,560
2403,20690,514,45136,1943,42842,560
2404,20703,514,45154,1945,42881,561
2405,20712,515,45165,1946,42924,561
2406,20722,515,45187,1949,42961,561
2407,20724,515,45212,1951,43020,562
2408,20725,515,45224,1951,43052,563
2409,20743,515,45250,1954,43077,564
2410,20758,516,45273,1955,43117,565
2411,20768,516,45292,1955,43158,565
2412,20777,516,45303,1958,43196,565
2413,20781,517,45313,1959,43242,565
2414,20783,517,45332,1961,43282,565
2415,20784,517,45350,1963,43296,566
2416,20790,518,45364,1963,43305,566
2417,20800,518,45383,1963,43350,566
2418,20814,518,45408,1966,43391,566
2419,20823,519,45418,1967,43421,566
2420,20833,519,45429,1967,43456,566
2421,20835,519,45440,1968,43478,567
2422,20839,519,45451,1968,43485,567
2423,20856,520,45480,1971,43502,568
2424,20861,520,45504,1972,43538,568
2425,20869,521,45530,1972,43574,568
2426,20873,521,45542,1974,43594,568
2427,20881,521,45568,1974,43623,569
2428,20882,521,45584,1975,43653,569
2429,20883,521,45607,1976,43667,569
2430,20903,521,45632,1979,43669,570
2431,20929,521,45650,1981,43706,570
2432,20940,521,45667,1983,43752,571
2433,20955,522,45684,1983,43786,574
2434,20964,523,45698,1984,43819,574
2435,20966,524,45712,1986,43848,574
2436,20967,524,45749,1990,43862,575
2437,20974,524,45763,1992,43868,575
2438,20978,524,45772,1992,43903,575
2439,20989,524,45790,1993,43956,575
2440,21002,524,45810,1996,44000,575
2441,21004,524,45837,1996,44030,575
2442,21006,524,45862,1997,44066,575
2443,21015,524,45877,1998,44081,575
2444,21026,524,45895,1999,44094,575
2445,21057,524,45901,2000,44137,576
2446,21067,524,45916,2003,44192,577
2447,21073,524,45927,2004,44211,577
2448,21089,524,45940,2005,44256,579
2449,21093,524,45965,2006,44292,579
2450,21097,524,45986,2008,44296,579
2451,21105,524,45999,2008,44318,579
2452,21117,524,46016,2009,44361,579
2453,21124,524,46027,2009,44401,580
2454,21130,524,46041,2010,44440,580
2455,21143,524,46054,2010,44474,580
2456,21147,524,46078,2013,44511,581
2457,21147,524,46107,2013,44526,581
2458,21150,524,46126,2013,44538,582
2459,21154,524,46150,2014,44582,582
2460,21154,524,46166,2016,44625,582
2461,21154,524,46186,2016,44658,583
2462,21154,524,46207,2019,44732,583
2463,21154,524,46241,2020,44774,583
2464,21154,524,46261,2020,44785,583
2465,21156,524,46283,2022,44800,583
2466,21157,524,46330,2024,44844,583
2467,21160,524,46340,2024,44893,584
2468,21162,524,46350,2026,44935,584
2469,21173,524,46378,2029,44991,584
2470,21173,524,46398,2033,45036,584
2471,21173,524,46420,2034,45066,585
2472,21195,525,46440,2035,45075,585
2473,21206,525,46468,2037,45115,585
2474,21218,526,46494,2041,45175,586
2475,21226,526,46509,2043,45239,586
2476,21240,526,46533,2044,45289,587
2477,21245,527,46543,2045,45329,587
2478,21251,528,46562,2047,45341,587
2479,21260,528,46592,2049,45368,588
2480,21281,531,46609,2050,45425,590
2481,21285,532,46625,2053,45483,590
2482,21318,539,46643,2053,45529,590
2483,21330,540,46671,2054,45567,590
2484,21334,540,46696,2054,45594,590
2485,21338,540,46715,2054,45604,591
2486,21368,542,46739,2054,45619,591
2487,21386,543,46757,2054,45651,592
2488,21387,543,46773,2055,45695,592
2489,21388,543,46779,2057,45733,592
2490,21403,543,46792,2058,45775,593
2491,21410,543,46815,2058,45804,594
2492,21417,543,46827,2059,45817,594
2493,21428,543,46857,2059,45828,594
2494,21440,545,46880,2061,45832,594
2495,21453,545,46898,2063,,
2496,21460,545,46903,2063,,
2497,21464,545,46921,2063,,
2498,21466,546,46953,2065,,
2499,21468,546,46963,2066,,
2500,21486,546,46992,2066,,
2501,21501,546,47007,2067,,
2502,21518,546,47014,2068,,
2503,21530,546,47026,2068,,
2504,21543,547,47050,2068,,
2505,21546,547,47084,2068,,
2506,21550,547,47096,2068,,
2507,21557,547,47113,2069,,
2508,21574,549,47134,2070,,
2509,21602,551,47151,2070,,
2510,21610,552,47156,2071,,
2511,21624,552,47178,2072,,
2512,21626,552,47208,2073,,
2513,21633,552,47223,2073,,
2514,21650,553,47242,2074,,
2515,21656,553,47256,2074,,
2516,21673,553,47263,2076,,
2517,21689,554,47279,2078,,
2518,21698,555,47295,2080,,
2519,21700,556,47309,2081,,
2520,21704,557,47320,2081,,
2521,21726,558,47334,2081,,
2522,21737,558,47347,2081,,
2523,21761,560,47351,2082,,
2524,21786,561,47354,2083,,
2525,21804,562,,,,
2526,21807,562,,,,
2527,21807,562,,,,
2528,21820,564,,,,
2529,21848,565,,,,
2530,21866,567,,,,
2531,21884,567,,,,
2532,21899,567,,,,
2533,21907,569,,,,
2534,21913,569,,,,
2535,21923,571,,,,
2536,21945,572,,,,
2537,21955,574,,,,
2538,21974,575,,,,
2539,22004,575,,,,
2540,22009,575,,,,
2541,22012,575,,,,
2542,22027,576,,,,
2543,22052,578,,,,
2544,22068,579,,,,
2545,22097,579,,,,
2546,22112,579,,,,
2547,22119,581,,,,
2548,22124,582,,,,
2549,22157,582,,,,
2550,22183,583,,,,
2551,22205,583,,,,
2552,22226,583,,,,
2553,22253,583,,,,
2554,22268,583,,,,
2555,22287,583,,,,
2556,22312,583,,,,
2557,22346,583,,,,
2558,22376,584,,,,
2559,22400,584,,,,
2560,22414,584,,,,
2561,22420,584,,,,
2562,22448,584,,,,
2563,22460,584,,,,
2564,22474,584,,,,
2565,22483,584,,,,
2566,22502,586,,,,
2567,22522,586,,,,
2568,22527,586,,,,
2569,22533,586,,,,
2570,22549,586,,,,
2571,22571,588,,,,
2572,22578,588,,,,
2573,22590,588,,,,
2574,22607,589,,,,
2575,22609,589,,,,
2576,22609,589,,,,
2577,22629,591,,,,
2578,22650,591,,,,
2579,22659,592,,,,
2580,22670,592,,,,
2581,22691,592,,,,
2582,22693,592,,,,
2583,22702,592,,,,
2584,22725,593,,,,
2585,22730,593,,,,
2586,22752,594,,,,
2587,22771,595,,,,
2588,22794,596,,,,
2589,22799,596,,,,
2590,22802,597,,,,
2591,22814,597,,,,
2592,22830,597,,,,
2593,22860,598,,,,
2594,22880,598,,,,
2595,22905,600,,,,
2596,22934,600,,,,
2597,22939,600,,,,
2598,22970,601,,,,
2599,22979,602,,,,
2600,22999,603,,,,
2601,23024,603,,,,
2602,23059,606,,,,
2603,23065,607,,,,
2604,23075,607,,,,
2605,23095,607,,,,
2606,23119,607,,,,
2607,23137,609,,,,
2608,23154,609,,,,
2609,23172,609,,,,
2610,23173,609,,,,
2611,23180,609,,,,
2612,23204,609,,,,
2613,23225,610,,,,
2614,23250,611,,,,
2615,23274,611,,,,
2616,23298,611,,,,
2617,23308,611,,,,
2618,23314,611,,,,
2619,23339,611,,,,
2620,23353,611,,,,
2621,23384,612,,,,
2622,23404,612,,,,
2623,23411,613,,,,
2624,23419,614,,,,
2625,23424,615,,,,
2626,23437,615,,,,
2627,23457,615,,,,
2628,23474,615,,,,
2629,23497,615,,,,
2630,23517,617,,,,
2631,23520,618,,,,
2632,23521,618,,,,
2633,23534,618,,,,
2634,23549,618,,,,
2635,23560,618,,,,
2636,23582,618,,,,
2637,23590,618,,,,
2638,23592,618,,,,
2639,23594,618,,,,
2640,23601,618,,,,
2641,23619,618,,,,
2642,23643,618,,,,
2643,23660,618,,,,
2644,23670,618,,,,
2645,23679,619,,,,
2646,23681,620,,,,
2647,23684,620,,,,
2648,23696,620,,,,
2649,23714,622,,,,
2650,23736,624,,,,
2651,23759,624,,,,
2652,23761,624,,,,
2653,23769,625,,,,
2654,23781,625,,,,
2655,23795,625,,,,
2656,23805,626,,,,
2657,23822,627,,,,
2658,23833,628,,,,
2659,23841,629,,,,
2660,23855,630,,,,
2661,23866,630,,,,
2662,23884,630,,,,
2663,23901,632,,,,
2664,23918,633,,,,
2665,23933,634,,,,
2666,23938,634,,,,
2667,23943,634,,,,
2668,23952,634,,,,
2669,23966,634,,,,
2670,23988,634,,,,
2671,24008,635,,,,
2672,24022,635,,,,
2673,24027,635,,,,
2674,24033,635,,,,
2675,24064,636,,,,
2676,24077,636,,,,
2677,24084,636,,,,
2678,24093,637,,,,
2679,24099,637,,,,
2680,24103,637,,,,
2681,24108,637,,,,
2682,24114,637,,,,
2683,24117,637,,,,
2684,24121,637,,,,
2685,24129,637,,,,
2686,24142,637,,,,
2687,24153,638,,,,
2688,24159,639,,,,
2689,24182,639,,,,
2690,24217,639,,,,
2691,24238,640,,,,
2692,24254,640,,,,
2693,24272,642,,,,
2694,24278,642,,,,
2695,24281,642,,,,
2696,24306,642,,,,
2697,24325,643,,,,
2698,24357,644,,,,
2699,24384,644,,,,
2700,24404,644,,,,
2701,24405,644,,,,
2702,24407,644,,,,
2703,24431,645,,,,
2704,24454,645,,,,
2705,24478,645,,,,
2706,24513,646,,,,
2707,24529,646,,,,
2708,24529,646,,,,
2709,24532,646,,,,
2710,24559,647,,,,
2711,24575,647,,,,
2712,24600,647,,,,
2713,24612,647,,,,
2714,24620,647,,,,
2715,24620,647,,,,
2716,24621,647,,,,
2717,24630,647,,,,
2718,24644,647,,,,
2719,24658,647,,,,
2720,24664,647,,,,
2721,24667,647,,,,
2722,24670,648,,,,
2723,24673,648,,,,
2724,24681,648,,,,
2725,24697,648,,,,
2726,24701,649,,,,
2727,24713,653,,,,
2728,24724,654,,,,
2729,24731,654,,,,
2730,24753,655,,,,
2731,24768,656,,,,
2732,24781,657,,,,
2733,24796,658,,,,
2734,24809,658,,,,
2735,24836,658,,,,
2736,24842,658,,,,
2737,24855,659,,,,
2738,24870,659,,,,
2739,24888,660,,,,
2740,24904,661,,,,
2741,24922,663,,,,
2742,24941,664,,,,
2743,24952,665,,,,
2744,24961,665,,,,
2745,24975,665,,,,
2746,24998,665,,,,
2747,25013,666,,,,
2748,25046,666,,,,
2749,25055,667,,,,
2750,25061,667,,,,
2751,25065,667,,,,
2752,25079,668,,,,
2753,25093,668,,,,
2754,25104,670,,,,
2755,25125,671,,,,
2756,25138,672,,,,
2757,25145,672,,,,
2758,25146,672,,,,
2759,25154,672,,,,
2760,25167,672,,,,
2761,25181,672,,,,
2762,25198,672,,,,
2763,25207,673,,,,
2764,25211,673,,,,
2765,25214,674,,,,
2766,25224,674,,,,
2767,25231,674,,,,
2768,25235,674,,,,
2769,25249,675,,,,
2770,25254,675,,,,
2771,25260,675,,,,
2772,25270,675,,,,
2773,25280,676,,,,
2774,25284,676,,,,
2775,25291,676,,,,
2776,25304,676,,,,
2777,25311,677,,,,
2778,25319,677,,,,
2779,25320,678,,,,
2780,25329,678,,,,
2781,25338,678,,,,
2782,25345,679,,,,
2783,25359,679,,,,
2784,25381,679,,,,
2785,25386,679,,,,
2786,25390,679,,,,
2787,25413,679,,,,
2788,25437,679,,,,
2789,25462,679,,,,
2790,25472,680,,,,
2791,25487,681,,,,
2792,25491,681,,,,
2793,25494,682,,,,
2794,25510,682,,,,
2795,25527,684,,,,
2796,25550,684,,,,
2797,25564,684,,,,
2798,25578,685,,,,
2799,25581,686,,,,
2800,25587,686,,,,
2801,25598,688,,,,
2802,25611,689,,,,
2803,25628,690,,,,
2804,25641,691,,,,
2805,25650,692,,,,
2806,25657,694,,,,
2807,25662,694,,,,
2808,25668,694,,,,
2809,25681,694,,,,
2810,25696,694,,,,
2811,25725,695,,,,
2812,25739,695,,,,
2813,25743,695,,,,
2814,25746,695,,,,
2815,25767,696,,,,
2816,25780,696,,,,
2817,25804,696,,,,
2818,25824,696,,,,
2819,25837,696,,,,
2820,25839,696,,,,
2821,25841,696,,,,
2822,25857,696,,,,
2823,25871,698,,,,
2824,25887,698,,,,
2825,25891,698,,,,
2826,25899,699,,,,
2827,25900,699,,,,
2828,25901,699,,,,
2829,25909,700,,,,
2830,25923,700,,,,
2831,25934,700,,,,
2832,25951,700,,,,
2833,25981,701,,,,
2834,25985,701,,,,
2835,25990,701,,,,
2836,25996,702,,,,
2837,26014,702,,,,
2838,26029,702,,,,
2839,26041,702,,,,
2840,26055,702,,,,
2841,26055,702,,,,
2842,26057,704,,,,
2843,26083,704,,,,
2844,26093,705,,,,
2845,26108,705,,,,
2846,26151,705,,,,
2847,26164,705,,,,
2848,26166,705,,,,
2849,26167,705,,,,
2850,26183,705,,,,
2851,26188,705,,,,
2852,26193,707,,,,
2853,26194,707,,,,
2854,26194,707,,,,
2855,26196,708,,,,
2856,26196,708,,,,
2857,26198,708,,,,
2858,26206,709,,,,
2859,26213,709,,,,
2860,26216,709,,,,
2861,26219,709,,,,
2862,26222,710,,,,
2863,26225,711,,,,
2864,26240,711,,,,
2865,26255,711,,,,
2866,26298,711,,,,
2867,26317,713,,,,
2868,26338,714,,,,
2869,26345,715,,,,
2870,26348,716,,,,
2871,26357,716,,,,
2872,26365,716,,,,
2873,26392,717,,,,
2874,26403,718,,,,
2875,26412,718,,,,
2876,26412,718,,,,
2877,26413,718,,,,
2878,26425,720,,,,
2879,26434,720,,,,
2880,26442,721,,,,
2881,26455,721,,,,
2882,26466,722,,,,
2883,26472,722,,,,
2884,26481,723,,,,
2885,26491,723,,,,
2886,26511,723,,,,
2887,26533,724,,,,
2888,26544,724,,,,
2889,26558,725,,,,
2890,26563,725,,,,
2891,26565,725,,,,
2892,26571,725,,,,
2893,26581,725,,,,
2894,26593,727,,,,
2895,26604,727,,,,
2896,26614,728,,,,
2897,26617,729,,,,
2898,26617,729,,,,
2899,26632,729,,,,
2900,26644,729,,,,
2901,26651,730,,,,
2902,26660,730,,,,
2903,26663,730,,,,
2904,26667,731,,,,
2905,26669,731,,,,
2906,26679,731,,,,
2907,26691,732,,,,
2908,26705,734,,,,
2909,26720,736,,,,
2910,26744,738,,,,
2911,26759,741,,,,
2912,26771,742,,,,
2913,26781,743,,,,
2914,26806,746,,,,
2915,26827,746,,,,
2916,26852,747,,,,
2917,26881,747,,,,
2918,26894,747,,,,
2919,26913,748,,,,
2920,26934,749,,,,
2921,26952,749,,,,
2922,26987,750,,,,
2923,27009,750,,,,
2924,27037,750,,,,
2925,27045,751,,,,
2926,27055,752,,,,
2927,27081,753,,,,
2928,27108,754,,,,
2929,27129,754,,,,
2930,27167,754,,,,
2931,27197,754,,,,
2932,27205,754,,,,
2933,27224,754,,,,
2934,27250,754,,,,
2935,27271,754,,,,
2936,27287,755,,,,
2937,27309,756,,,,
2938,27359,756,,,,
2939,27368,756,,,,
2940,27393,757,,,,
2941,27422,757,,,,
2942,27433,757,,,,
2943,27453,758,,,,
2944,27473,758,,,,
2945,27490,758,,,,
2946,27496,759,,,,
2947,27504,759,,,,
2948,27528,760,,,,
2949,27547,761,,,,
2950,27573,761,,,,
2951,27606,762,,,,
2952,27624,762,,,,
2953,27632,762,,,,
2954,27641,763,,,,
2955,27660,763,,,,
2956,27686,763,,,,
2957,27716,764,,,,
2958,27740,765,,,,
2959,27762,765,,,,
2960,27768,766,,,,
2961,27787,766,,,,
2962,27805,766,,,,
2963,27840,767,,,,
2964,27865,768,,,,
2965,27895,768,,,,
2966,27910,768,,,,
2967,27920,768,,,,
2968,27926,768,,,,
2969,27947,771,,,,
2970,27970,772,,,,
2971,27991,773,,,,
2972,28010,773,,,,
2973,28030,773,,,,
2974,28038,774,,,,
2975,28047,774,,,,
2976,28063,774,,,,
2977,28081,774,,,,
2978,28112,774,,,,
2979,28144,775,,,,
2980,28168,775,,,,
2981,28178,776,,,,
2982,28182,776,,,,
2983,28190,776,,,,
2984,28200,776,,,,
2985,28215,776,,,,
2986,28232,776,,,,
2987,28258,778,,,,
2988,28260,778,,,,
2989,28268,781,,,,
2990,28279,782,,,,
2991,28294,782,,,,
2992,28308,782,,,,
2993,28320,783,,,,
2994,28332,783,,,,
2995,28336,784,,,,
2996,28340,784,,,,
2997,28354,784,,,,
2998,28366,786,,,,
2999,28389,787,,,,
3000,28404,787,,,,
3001,28417,787,,,,
3002,28422,787,,,,
3003,28423,787,,,,
3004,28432,787,,,,
3005,28452,788,,,,
3006,28479,788,,,,
3007,28494,789,,,,
3008,28516,789,,,,
3009,28526,790,,,,
3010,28528,790,,,,
3011,28533,790,,,,
3012,28554,790,,,,
3013,28574,790,,,,
3014,28593,791,,,,
3015,28607,791,,,,
3016,28611,792,,,,
3017,28613,792,,,,
3018,28624,792,,,,
3019,28631,792,,,,
3020,28639,792,,,,
3021,28644,792,,,,
3022,28648,792,,,,
3023,28651,792,,,,
3024,28651,792,,,,
3025,28653,792,,,,
3026,28662,792,,,,
3027,28673,792,,,,
3028,28680,792,,,,
3029,28690,793,,,,
3030,28691,793,,,,
3031,28697,795,,,,
3032,28708,796,,,,
3033,28714,796,,,,
3034,28721,796,,,,
3035,28728,797,,,,
3036,28736,797,,,,
3037,28742,798,,,,
3038,28744,799,,,,
3039,28757,799,,,,
3040,28767,799,,,,
3041,28775,800,,,,
3042,28784,800,,,,
3043,28790,800,,,,
3044,28791,800,,,,
3045,28796,801,,,,
3046,28798,801,,,,
3047,28802,801,,,,
3048,28811,801,,,,
3049,28825,802,,,,
3050,28830,802,,,,
3051,28837,802,,,,
3052,28841,802,,,,
3053,28852,803,,,,
3054,28857,804,,,,
3055,28866,805,,,,
3056,28871,805,,,,
3057,28875,806,,,,
3058,28877,806,,,,
3059,28882,807,,,,
3060,28903,807,,,,
3061,28905,807,,,,
3062,28912,807,,,,
3063,28926,807,,,,
3064,28933,808,,,,
3065,28935,808,,,,
3066,28936,808,,,,
3067,28940,809,,,,
3068,28949,809,,,,
3069,28954,809,,,,
3070,28958,809,,,,
3071,28959,809,,,,
3072,28960,809,,,,
3073,28962,810,,,,
3074,28970,810,,,,
3075,28977,810,,,,
3076,28981,810,,,,
3077,28988,810,,,,
3078,28991,811,,,,
3079,28992,811,,,,
3080,28995,811,,,,
3081,29006,811,,,,
3082,29010,811,,,,
3083,29018,811,,,,
3084,29022,811,,,,
3085,29026,813,,,,
3086,29027,813,,,,
3087,29028,813,,,,
3088,29036,813,,,,
3089,29056,814,,,,
3090,29082,816,,,,
3091,29100,816,,,,
3092,29113,817,,,,
3093,29121,819,,,,
3094,29129,820,,,,
3095,29145,822,,,,
3096,29160,824,,,,
3097,29176,825,,,,
3098,29196,825,,,,
3099,29214,825,,,,
3100,29219,825,,,,
3101,29230,826,,,,
3102,29242,827,,,,
3103,29276,828,,,,
3104,29296,829,,,,
3105,29308,830,,,,
3106,29319,830,,,,
3107,29327,831,,,,
3108,29335,831,,,,
3109,29342,831,,,,
3110,29366,831,,,,
3111,29378,832,,,,
3112,29395,833,,,,
3113,29420,834,,,,
3114,29431,834,,,,
3115,29445,835,,,,
3116,29462,835,,,,
3117,29474,835,,,,
3118,29499,835,,,,
3119,29527,836,,,,
3120,29557,836,,,,
3121,29562,837,,,,
3122,29565,837,,,,
3123,29580,837,,,,
3124,29594,837,,,,
3125,29605,838,,,,
3126,29614,839,,,,
3127,29622,839,,,,
3128,29631,839,,,,
3129,29636,839,,,,
3130,29650,839,,,,
3131,29668,841,,,,
3132,29679,842,,,,
3133,29698,842,,,,
3134,29715,842,,,,
3135,29722,843,,,,
3136,29725,844,,,,
3137,29745,844,,,,
3138,29769,845,,,,
3139,29789,846,,,,
3140,29806,846,,,,
3141,29819,848,,,,
3142,29827,848,,,,
3143,29833,848,,,,
3144,29845,848,,,,
3145,29863,849,,,,
3146,29887,849,,,,
3147,29900,849,,,,
3148,29912,850,,,,
3149,29916,850,,,,
3150,29931,852,,,,
3151,29961,853,,,,
3152,30016,853,,,,
3153,30045,853,,,,
3154,30076,853,,,,
3155,30107,854,,,,
3156,30114,854,,,,
3157,30123,854,,,,
3158,30145,854,,,,
3159,30181,856,,,,
3160,30233,857,,,,
3161,30259,858,,,,
3162,30292,860,,,,
3163,30301,860,,,,
3164,30317,860,,,,
3165,30343,860,,,,
3166,30364,860,,,,
3167,30395,861,,,,
3168,30413,861,,,,
3169,30434,862,,,,
3170,30439,863,,,,
3171,30446,863,,,,
3172,30464,864,,,,
3173,30477,864,,,,
3174,30487,864,,,,
3175,30513,864,,,,
3176,30535,865,,,,
3177,30544,866,,,,
3178,30553,867,,,,
3179,30566,868,,,,
3180,30579,868,,,,
3181,30598,868,,,,
3182,30613,869,,,,
3183,30617,869,,,,
3184,30617,869,,,,
3185,30617,869,,,,
3186,30626,869,,,,
3187,30642,869,,,,
3188,30653,870,,,,
3189,30654,870,,,,
3190,30654,870,,,,
3191,30657,870,,,,
3192,30660,870,,,,
3193,30672,872,,,,
3194,30691,873,,,,
3195,30715,873,,,,
3196,30748,874,,,,
3197,30760,874,,,,
3198,30763,874,,,,
3199,30763,874,,,,
3200,30775,874,,,,
3201,30785,874,,,,
3202,30801,876,,,,
3203,30818,878,,,,
3204,30837,880,,,,
3205,30839,880,,,,
3206,30842,881,,,,
3207,30849,881,,,,
3208,30870,882,,,,
3209,30878,882,,,,
3210,30893,882,,,,
3211,30902,882,,,,
3212,30905,882,,,,
3213,30907,882,,,,
3214,30923,882,,,,
3215,30932,882,,,,
3216,30940,885,,,,
3217,30951,885,,,,
3218,30954,885,,,,
3219,30956,885,,,,
3220,30957,885,,,,
3221,30958,885,,,,
3222,30961,885,,,,
3223,30967,886,,,,
3224,30969,886,,,,
3225,30969,886,,,,
3226,30970,886,,,,
3227,30973,887,,,,
3228,30975,887,,,,
3229,30979,888,,,,
3230,30987,888,,,,
3231,30996,889,,,,
3232,31004,889,,,,
3233,31008,891,,,,
3234,31010,891,,,,
3235,31014,891,,,,
3236,31019,891,,,,
3237,31034,891,,,,
3238,31041,892,,,,
3239,31057,892,,,,
3240,31063,892,,,,
3241,31064,892,,,,
3242,31068,892,,,,
3243,31074,893,,,,
3244,31088,893,,,,
3245,31094,894,,,,
3246,31102,894,,,,
3247,31107,894,,,,
3248,31112,896,,,,
3249,31120,897,,,,
3250,31132,898,,,,
3251,31139,899,,,,
3252,31143,899,,,,
3253,31148,899,,,,
3254,31153,900,,,,
3255,31158,900,,,,
3256,31162,901,,,,
3257,31167,902,,,,
3258,31183,902,,,,
3259,31202,902,,,,
3260,31217,904,,,,
3261,31221,905,,,,
3262,31227,907,,,,
3263,31248,908,,,,
3264,31267,908,,,,
3265,31296,909,,,,
3266,31321,910,,,,
3267,31353,912,,,,
3268,31359,913,,,,
3269,31368,914,,,,
3270,31392,914,,,,
3271,31410,914,,,,
3272,31421,914,,,,
3273,31438,914,,,,
3274,31460,915,,,,
3275,31469,915,,,,
3276,31478,916,,,,
3277,31494,918,,,,
3278,31506,918,,,,
3279,31520,919,,,,
3280,31532,919,,,,
3281,31543,919,,,,
